Time,variable,DAPI,Hoechst,Name,Genus,Species,Foe,IVV,Common Name,Documented cytotoxins,Documented adhesins/ adherence,Documented immune evasion,Common/ rare/ emerging,Healthy/ opportunistic/ nosocomial,Reservoir,Threat Level,Gram stain,rod_shape,coccus_shape
2,45,2397,0.18532549868563475,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
3,45,2280,0.17627957321787538,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
4,45,1851,0.14311117983609092,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
5,45,1622,0.12540590691201484,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
6,45,2197,0.1698623782279264,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
7,45,2790,0.2157105303850317,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
8,45,2965,0.22924076078552652,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
9,45,3065,0.2369723210143807,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
10,45,3136,0.24246172877686717,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
11,45,3354,0.25931653007576927,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
12,45,3852,0.2978197000154631,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
13,45,6194,0.4788928405752281,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
14,45,7840,0.6061543219421679,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
15,45,8389,0.6486005875985774,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
16,45,8571,0.662672027215092,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
17,45,8734,0.6752744703881243,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
18,45,8814,0.6814597185712077,45,Klebsiella,oxytoca,1,1,NIST0045,+,+,+,common,healthy/opportunistic,environmental,High,-,1.0,0.0
0,48,1940,0.1506445100170834,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
1,48,1984,0.15406118962571827,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
2,48,1981,0.15382823419785682,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
3,48,1739,0.13503649635036497,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
4,48,1347,0.10459698710979966,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
5,48,1172,0.09100792048454728,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
6,48,1543,0.1198167417300823,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
7,48,1785,0.13860847957757416,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
8,48,1936,0.15033390277993477,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
9,48,2084,0.1618263705544339,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
10,48,2236,0.1736294455660817,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
11,48,2388,0.18543252057772946,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
12,48,2736,0.2124553502096599,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
13,48,3965,0.3078894238235751,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
14,48,6080,0.4721230004659109,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
15,48,7119,0.5528032303152663,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
16,48,7320,0.5684112439819847,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
17,48,7355,0.5711290573070352,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
18,48,7493,0.5818450069886628,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
0,48,2183,0.176005805047166,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
1,48,2179,0.17568330242683222,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
2,48,2100,0.16931387567523987,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
3,48,1920,0.1548012577602193,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
4,48,1450,0.11690719987099896,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
5,48,1337,0.10779650084656937,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
6,48,1784,0.14383616866887045,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
7,48,2075,0.1672982342981537,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
8,48,2297,0.18519712972667904,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
9,48,2437,0.19648472143836168,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
10,48,2593,0.2090623236313795,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
11,48,2746,0.221398048859147,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
12,48,3061,0.24679513021043295,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
13,48,4079,0.3288720470853826,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
14,48,6219,0.5014109489639603,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
15,48,7032,0.5669596065468032,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
16,48,7318,0.5900185439006692,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
17,48,7266,0.5858260098363299,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
18,48,7341,0.5918729339675884,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
0,48,1926,0.15331953510587487,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
1,48,1920,0.15284190415538926,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
2,48,1884,0.14997611845247572,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
3,48,1784,0.1420156026110492,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
4,48,1393,0.11088998567107149,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
5,48,1215,0.09672026747333227,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
6,48,1517,0.12076102531444037,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
7,48,1832,0.14583665021493392,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
8,48,2060,0.1639866263333864,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
9,48,2170,0.17274319375895558,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
10,48,2281,0.18157936634293903,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
11,48,2436,0.19391816589715014,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
12,48,2812,0.22384970546091387,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
13,48,4272,0.34007323674574114,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
14,48,5973,0.4754816112084063,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
15,48,6432,0.5120203789205541,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
16,48,6544,0.5209361566629518,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
17,48,6569,0.5229262856233083,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
18,48,6685,0.5321604839993631,48,Yersinia,pseudotuberculosis,1,1,NIST0048,+,+,+,common,opportunistic/nosocomial,animal/ human GI commensal,High,-,1.0,0.0
0,49,2219,0.21786941580756014,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
1,49,2188,0.2148257241040746,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
2,49,2018,0.19813451153657338,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
3,49,1662,0.16318114874815906,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
4,49,1299,0.12754050073637702,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
5,49,1323,0.12989690721649486,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
6,49,1486,0.14590083456062838,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
7,49,1602,0.1572901325478645,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
8,49,1744,0.17123220422189495,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
9,49,1925,0.18900343642611683,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
10,49,2223,0.2182621502209131,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
11,49,3910,0.38389788905252825,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
12,49,5003,0.49121256750122727,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
13,49,4763,0.4676485027000491,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
14,49,4695,0.46097201767304863,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
15,49,4928,0.4838487972508591,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
16,49,5262,0.5166421207658322,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
17,49,5607,0.5505154639175258,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
18,49,5969,0.5860579283259696,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
0,49,2427,0.27165883143049024,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
1,49,2336,0.2614730244011641,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
2,49,2145,0.24009402283411685,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
3,49,1807,0.20226102529661966,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
4,49,1477,0.16532348332214014,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
5,49,1452,0.16252518468770988,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
6,49,1613,0.1805462278934408,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
7,49,1758,0.19677635997313633,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
8,49,1898,0.21244683232594583,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
9,49,2106,0.23572867696440564,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
10,49,2400,0.2686366689053056,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
11,49,4188,0.46877098723975824,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
12,49,4658,0.5213790015670472,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
13,49,4195,0.4695545108573987,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
14,49,4138,0.4631743899708977,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
15,49,4181,0.46798746362211774,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
16,49,4456,0.4987687486008507,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
17,49,4679,0.5237295724199686,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
18,49,4999,0.5595477949406761,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
0,49,2298,0.2390512847186102,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
1,49,2156,0.22427962134609383,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
2,49,1953,0.2031623842712993,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
3,49,1603,0.16675335483199832,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
4,49,1291,0.1342973057318215,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
5,49,1307,0.13596171850618954,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
6,49,1408,0.14646832414438782,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
7,49,1545,0.1607198585249142,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
8,49,1679,0.17465931551024655,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
9,49,1825,0.18984708207635492,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
10,49,2073,0.21564548007905962,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
11,49,3589,0.3733485904504317,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
12,49,4769,0.4960990325600749,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
13,49,4365,0.45407261000728183,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
14,49,4301,0.44741495890980965,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
15,49,4331,0.4505357328617497,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
16,49,4589,0.4773743888484344,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
17,49,4822,0.501612399875169,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
18,49,5090,0.5294913138458338,49,Klebsiella,pneumoniae,1,1,NIST0049,+,+,+,common,healthy,GI tracts,High,-,1.0,0.0
0,52,2021,0.13451810436634717,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
1,52,2116,0.14084132055378062,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
2,52,10492,0.6983493077742279,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
3,52,10798,0.718716719914803,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
4,52,10843,0.7217119275825347,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
5,52,12076,0.8037806176783813,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
6,52,12268,0.8165601703940362,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
7,52,10960,0.7294994675186368,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
8,52,11223,0.7470047923322684,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
9,52,11645,0.7750931842385517,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
10,52,12010,0.7993876464323749,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
11,52,12440,0.8280085197018104,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
12,52,12875,0.8569621938232161,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
13,52,12903,0.8588258785942492,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
14,52,12078,0.8039137380191693,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
15,52,10306,0.6859691160809371,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
16,52,9035,0.6013711395101171,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
17,52,8378,0.5576411075612353,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
18,52,9041,0.6017705005324814,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
0,52,2021,0.14987022617723397,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
1,52,2445,0.18131256952169078,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
2,52,9813,0.7276974416017797,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
3,52,9806,0.7271783463107157,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
4,52,9802,0.7268817204301076,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
5,52,11251,0.8343344456803856,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
6,52,11677,0.8659251019651465,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
7,52,10934,0.810826844642195,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
8,52,11001,0.8157953281423804,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
9,52,11385,0.8442714126807565,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
10,52,11752,0.871486837226548,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
11,52,12019,0.8912866147571376,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
12,52,12391,0.9188728216536893,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
13,52,12577,0.9326659251019651,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
14,52,11901,0.8825361512791992,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
15,52,10819,0.8022988505747126,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
16,52,9782,0.7253985910270672,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
17,52,9271,0.6875046347793845,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
18,52,9874,0.732220986281053,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
0,52,1842,0.1288923098453572,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
1,52,2295,0.16059058148485061,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
2,52,11160,0.7809110629067245,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
3,52,11722,0.8202365124903785,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
4,52,11753,0.8224057098873416,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
5,52,13077,0.9150514309705409,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
6,52,13543,0.9476593660345672,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
7,52,12548,0.8780351270030089,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
8,52,12739,0.8914001819326849,52,Escherichia,coli UPEC,1,1,NIST0052,+,+,+,common,healthy,agricultural/cattle,High,-,1.0,0.0
