,Unnamed: 0,Unnamed: 0.1,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,FITC-A,PE-Texas Red-A,file_name,Organism,Time,Name,Genus,Species,Foe,IVV,Common Name,Documented cytotoxins,Documented adhesins/ adherence,Documented immune evasion,Common/ rare/ emerging,Healthy/ opportunistic/ nosocomial,Reservoir,Threat Level,Gram stain,index_col,scaled_FSC-A,scaled_FSC-H,scaled_FSC-W,scaled_SSC-A,scaled_SSC-H,scaled_SSC-W,scaled_FITC-A,scaled_PE-Texas Red-A,org_index,Foe_prob_predictions
535,535,208637,5.237814577215175,5.066776761082795,4.98751774667763,4.194303398110826,4.13751235312213,4.873270999587993,4.229753513706993,2.096214569416578,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,208637,0.8076437349600125,0.7041490181649612,0.3597293119341236,0.8292298588606717,0.6131824700910393,0.7135495708913129,0.7867053916573641,0.6471546895269163,42,0.97
536,536,213461,4.8789844409880585,4.728637807011341,4.966826563486043,4.11346204061351,4.047936516138079,4.8820055060712955,3.4367349813056207,2.042969049383006,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,213461,0.4257169076563168,0.4119988596994988,0.3289930533843872,0.7822700124557689,0.5731224068048939,0.718952848329864,0.6444201065727854,0.6315608460210743,42,0.97
537,537,203277,5.013477652867032,4.889038244021797,4.940919363565629,3.903681305181596,3.8559429462323167,4.864218273009113,4.212867816171992,1.9058498381657705,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,203277,0.5688669960154158,0.5505839370065981,0.2905085265363878,0.6604107139535453,0.4872591336285872,0.7079494384311058,0.7836757193490202,0.59140318543258,42,0.97
538,538,209560,4.808902937022912,4.736013835845919,4.889369030443742,3.884682104206025,3.8585371975696394,4.842624838988517,1.8943160711369995,1.8630848198706824,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209560,0.35112449258352285,0.4183717072135789,0.2139317376457681,0.6493742891921435,0.4884193334799361,0.6945914639322175,0.3676756102132606,0.5788787326260789,42,0.97
539,539,210495,4.962400229804619,4.878452854397498,4.9004273435771974,3.8525775828937903,3.816903839375661,4.8521536832144205,4.553426684888722,2.1252860412394763,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210495,0.5145018907257954,0.5414382197831866,0.2303585977458722,0.6307251294501692,0.4698000827955968,0.7004861288591626,0.8447796075226149,0.6556687575988394,42,0.97
540,540,207920,4.8563057719622975,4.7339031221326575,4.938882593130007,4.001062720179375,3.9255183581774302,4.892024302541562,4.507465378031707,1.801815172765028,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207920,0.4015784888502729,0.41654806241199616,0.28748295268997826,0.7169784959967859,0.5183746163248548,0.7251506039824256,0.8365331197271694,0.5609348889370451,42,0.97
541,541,215004,4.841054048666445,4.7575174927798045,4.900016512883331,3.6810240446698868,3.6665179805548807,4.8309859653865965,3.965295795811656,1.6635124517197335,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,215004,0.385345063334384,0.4369507461121671,0.22974831856029265,0.5310715850934984,0.4025445904157217,0.687391507842698,0.7392557542956609,0.5204306176471296,42,0.97
542,542,207020,4.7008497168214465,4.639735439967237,4.877594213789488,3.9475993634839073,3.9230885154423993,4.840990785569393,2.7687268710797404,2.69024040975838,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207020,0.2361162493924489,0.3351877135503871,0.19644052867478656,0.6859222260820572,0.5172879432105635,0.6935806175850527,0.5245644909486687,0.8211251190931182,42,0.97
543,543,209436,5.0057082409399065,4.951182038804316,4.871006074869659,4.106150077944904,4.08192310435106,4.84070694231424,2.0849335694870383,1.6982745607445406,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209436,0.56059749312878,0.6042758269079354,0.18665400562647072,0.7780225745790914,0.5883218726489541,0.6934050285166156,0.4018766584696172,0.5306112842595332,42,0.97
544,544,207467,5.165605963895227,5.0188128016833495,4.96327308851376,4.032607469311787,3.9710437918360286,4.878043605549215,4.30258976085748,2.1942922764681154,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207467,0.7307872956451389,0.6627084264482859,0.32371445116590714,0.7353024902986935,0.5387344791505564,0.7165019659880096,0.7997738456302058,0.6758783908675958,42,0.97
545,545,206554,5.135869521163063,4.950603358712357,5.001746081266185,4.120180900178696,4.0342673970380245,4.902393454860906,4.599026964337538,2.817803264287863,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,206554,0.6991368179360844,0.6037758505564046,0.3808651632093545,0.7861729233291759,0.5670093098509519,0.731565094244826,0.8529613189154924,0.8584840403589268,42,0.97
546,546,206592,4.9871475567388135,4.914951061127882,4.888676428930843,3.935168579252268,3.9092885241622506,4.8423599635462145,3.831004159643552,1.2743887832197949,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,206592,0.5408421200042035,0.572972465546937,0.2129028946368745,0.6787013216306486,0.5111163176623763,0.6944276085954386,0.7151608271836899,0.406469225455237,42,0.97
547,547,213845,4.882502125390691,4.667751719421234,5.031230354371593,4.0811167963738635,4.0165319409572655,4.88106477470112,3.5991841576605035,2.1061228750446883,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,213845,0.4294610135931229,0.35939362175334644,0.4246633468573222,0.7634810194397459,0.5590776676031612,0.7183708998708496,0.6735671270080035,0.6500565029992118,42,0.97
548,548,205245,5.124429533291848,4.9887595599429275,4.952149922057815,4.0450787570365,3.9880682033926353,4.873490487389628,4.217625241719571,2.0519239336862336,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,205245,0.6869604764560018,0.6367425942625937,0.3071912530038672,0.7425469227792263,0.5463481284038532,0.7136853488529962,0.7845293080391312,0.6341834340688464,42,0.97
549,549,205663,5.012754996121182,4.875177059814704,4.9540578573359735,4.097413502639503,4.0324575827149305,4.881435837442396,4.546974275833287,1.9206450173174905,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,205663,0.5680978242811969,0.5386079516495093,0.3100254453002993,0.7729475950494598,0.5661999255486618,0.7186004440290752,0.8436219008304968,0.5957362017724964,42,0.97
550,550,202308,4.8904210188009145,4.783253079223488,4.923647864278335,3.859482351695173,3.8086835091289686,4.8672787873139525,4.221381377184199,1.8732624736345929,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,202308,0.4378896195840323,0.4591861483549238,0.2648521267684094,0.6347360329333904,0.4661237906056159,0.7098427117288368,0.7852032428635574,0.5818594292170973,42,0.97
551,551,212405,5.119443387863736,5.0198014777812645,4.916121849536633,4.348008755990491,4.318000691817922,4.846488075912935,3.5187244687151225,2.0791812460476247,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212405,0.6816533895879457,0.6635626370478009,0.2536724115820812,0.9185155935525892,0.6939003792282101,0.6969813117104972,0.6591308568432405,0.6421661951177644,42,0.97
552,552,213440,5.1245166551947685,4.960808378026637,4.9801882200410645,4.04766419460156,4.007363654312278,4.856780512636706,3.191115536036788,2.258733043056558,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,213440,0.6870532061032986,0.6125929299668424,0.34884147513606845,0.7440487747359885,0.5549774308028161,0.7033483447241626,0.6003504772205377,0.6947509500790202,42,0.97
553,553,209045,4.842753171352388,4.765340661589868,4.893892432866903,3.722304786874328,3.7092699609758313,4.829514736425735,4.376284896196881,1.2610248285427197,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209045,0.3871535528427224,0.4437099200554302,0.2206511439317902,0.5550511096019202,0.4216641108012946,0.6864813867881927,0.8129964033797213,0.40255536720533946,42,0.97
554,554,209094,4.90555135230178,4.768689887961814,4.953341394354923,4.078398825740411,4.003072595967675,4.891806151739254,4.149194477150822,1.9865926027214635,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209094,0.4539938418514025,0.4466036328427885,0.3089611566502493,0.7619021804960258,0.5530583857273015,0.7250156531056287,0.772251296306245,0.6150500581444373,42,0.97
555,555,212158,5.336038681943752,5.165357115239543,4.987161535857323,4.346603321590069,4.2735568135298365,4.889526496784248,4.139022234819495,2.1345595521443075,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212158,0.9121901955170147,0.7893218908603359,0.3592001692664573,0.9176991923240712,0.6740242090817965,0.7236054293901151,0.7704261682153801,0.6583846607904783,42,0.97
556,556,215968,4.774190066924342,4.701559350884973,4.889110649720347,3.6436894901693613,3.6185710281201295,4.841598425071551,3.8781080014708578,1.513750141960735,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,215968,0.3141772715871207,0.3886032255879472,0.2135479192509964,0.5093843571792669,0.3811017771126664,0.6939565111537451,0.7236123113409164,0.4765702136172174,42,0.97
557,557,209827,4.595104739491489,4.514800021737716,4.8967846573997,3.748931901974234,3.733919151012391,4.831492691063898,2.6695028454516168,1.8396036987911697,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209827,0.12356482291647095,0.2272442134176278,0.22494747441230525,0.5705185049303427,0.4326877098662147,0.6877049748284891,0.506761478538624,0.5720018925233854,42,0.97
558,558,207614,5.220346099903324,5.058300729130299,4.978525273985411,4.2732318845292365,4.145600357652248,4.944111450855318,4.8453734097865935,2.274388809642474,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207614,0.7890508704149929,0.6968257741309234,0.3463712084796091,0.8750785397082583,0.6167995836368816,0.7573723802052967,0.8971613883819027,0.6993360038816843,42,0.97
559,559,206374,5.0649752776894745,4.941590930068618,4.939864335917594,4.013149146528362,3.9671734229555398,4.862455683409084,4.204471617733418,1.7664872051051608,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,206374,0.6236793500415105,0.5959891627917351,0.28894130815806385,0.7239993667800539,0.5370035746174431,0.7068590779582538,0.7821692533086347,0.5505885011335254,42,0.97
560,560,207779,4.985907112248976,4.870193145234065,4.932193916715816,3.922626841162831,3.8706379632108057,4.868468787985981,4.250693685126573,1.9498776965993798,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207779,0.5395218322674182,0.5343018774247561,0.2775470835945022,0.6714159653159673,0.4938310321446358,0.7105788613665225,0.7904625273842337,0.6042974821523449,42,0.97
561,561,208426,4.87335720934968,4.743580312253373,4.946256859164475,3.925229577542179,3.883604660922293,4.858104877876007,4.038763204685255,1.645029063220507,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,208426,0.4197274700111216,0.4249091003617096,0.29843724879529177,0.6729278659617561,0.4996299925386867,0.7041676140018955,0.7524374528170701,0.5150174473459871,42,0.97
562,562,207146,4.8978276141391035,4.77626521826811,4.938042342503834,4.035111006773371,3.9664233459436935,4.885167585723244,4.4308645287604485,2.3009865547657147,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207146,0.4457729525960801,0.4531486757098255,0.28623478044900263,0.7367567673952751,0.5366681255323353,0.7209089512504971,0.8227892118221701,0.7071255996035136,42,0.97
563,563,214170,4.930797297531928,4.8564328168886135,4.890844425872047,3.829998107516855,3.8136476953468974,4.832830373202238,3.70538469003146,1.6812412373755872,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,214170,0.4808647838113354,0.5224130309660557,0.21612340232378904,0.6176089630666524,0.4683438716090431,0.6885324821103112,0.6926218809729303,0.5256227898503812,42,0.97
564,564,202159,4.877148363521684,4.761326322421457,4.932301944013775,3.872036763841536,3.8281441073037854,4.860372589636064,4.2905921720749705,1.8560034466115336,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,202159,0.4237626480481636,0.4402415535449649,0.27770755556605664,0.642028751466929,0.4748269500816276,0.7055704495042407,0.7976212095057035,0.576804833707635,42,0.97
565,565,213841,4.866964657174697,4.73696987045984,4.946474717617057,3.9295415526829363,3.887617300335736,4.858404138788412,3.5524248457040857,2.019697728447009,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,213841,0.4129234507159881,0.4191977157541285,0.29876087232439463,0.6754326444140277,0.5014245232319992,0.7043527406303225,0.6651774592256744,0.624745449408902,42,0.97
566,566,209285,5.249628004580927,5.063903535592256,5.002204445696571,4.424424243769511,4.368621543965493,4.872282635150553,4.191719238021946,2.2177996671044657,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209285,0.8202175529810516,0.7016665674675161,0.3815460526254846,0.9629045014105232,0.7165390126912883,0.7129381560075876,0.7798811907872469,0.6827629244505681,42,0.97
567,567,202179,4.976415073869991,4.832055221278809,4.960839791837143,4.179140580185319,4.063145637106638,4.9324748745112235,4.5016270454010066,2.272329058849017,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,202179,0.5294188232480304,0.5013509251818586,0.32009984705708394,0.8204219463899918,0.5799242226632888,0.7501738452288538,0.8354855920984492,0.6987327713183822,42,0.97
568,568,207343,5.157642595530552,4.989890118511972,4.984232397880404,4.123891467751071,4.036908222920219,4.903463218035982,4.486824775845132,2.5193816662189907,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207343,0.7223113519962867,0.6377193905208278,0.3548490047461481,0.7883283508067458,0.5681903387481442,0.7322268634288691,0.8328297334298264,0.7710862706289073,42,0.97
569,569,206429,4.878277490008887,4.749713131970816,4.945044300710316,3.994476413932431,3.9228810912082936,4.888075235630184,4.586926947838858,2.2131191550387173,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,206429,0.4249644526162406,0.4302078221762695,0.29663602216612084,0.7131525838732493,0.51719517904307,0.7227076606763131,0.8507903049647475,0.6813921579967054,42,0.97
570,570,202528,4.949646611365061,4.8399805576783415,4.926145982352385,3.964474582012597,3.9290099854939617,4.851944563123161,4.2498799913962975,1.84410425536776,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,202528,0.5009273646882759,0.5081983713489935,0.26856302151525924,0.6957248530379783,0.5199361402355585,0.7003567644957363,0.7903165325056104,0.5733199559942704,42,0.97
571,571,202613,4.90313286297317,4.7887833039857854,4.930829486679142,3.852226790670119,3.7970596946999713,4.871647081058836,4.374254408866768,1.9058498381657705,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,202613,0.4514196824849233,0.4639642315103858,0.27552025535602365,0.6305213581448172,0.4609253938355698,0.7125449941167217,0.8126320884780871,0.59140318543258,42,0.97
572,572,213836,5.016030518971347,4.907561832791996,4.924948630454541,3.9401577352990382,3.899382705533265,4.857255017718416,3.997421327736212,1.7146649941408565,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,213836,0.5715841815394782,0.5665882137378118,0.2667843838623796,0.6815994669475951,0.5066862421583218,0.7036418796373698,0.7450197942034515,0.5354114975584909,42,0.97
573,573,204703,4.617969602664481,4.562495091508414,4.87195447203751,3.9565770594419023,3.9125939977521056,4.860462988645953,2.27209700018746,2.762813551081731,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,204703,0.14790142056184674,0.2684524860042483,0.1880628269726925,0.691137269919877,0.5125945899918201,0.7056263714881017,0.435457969632644,0.8423793806311808,42,0.97
574,574,212037,5.270581057940717,5.197104047042577,4.889956983811679,4.130616765650043,4.1020218569241536,4.845074822088189,3.1117999987019216,1.513750141960735,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212037,0.842519284034557,0.8167510617540543,0.21480512833419674,0.7922350016367172,0.597310427231972,0.6961070548167845,0.5861194934790176,0.4765702136172174,42,0.97
575,575,208315,4.921702647450816,4.687020351693708,5.051162263804634,4.356530653750226,4.2596655387296725,4.913345044687469,2.5601458544455404,2.03917606378837,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,208315,0.4711847416403021,0.3760416118888648,0.4542717223693078,0.9234658692810588,0.6678117597611288,0.7383398877994773,0.4871403852027927,0.6304500065787068,42,0.97
576,576,205692,4.897614979665477,4.8306399855328825,4.883454927647739,3.836675970623869,3.767007363949804,4.886148521793843,3.8447473668458167,1.7620780850424191,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,205692,0.4455466315553176,0.500128169440587,0.20514647916419548,0.6214880595529868,0.44748540474607656,0.7215157708514739,0.7176266663474096,0.5492972163791741,42,0.97
577,577,212943,4.767818170288222,4.680008989833991,4.9042891710665995,4.040222478464938,3.9679222067305173,4.888780192353334,2.416307617551329,3.003046711757233,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212943,0.30739523735853425,0.3699838345943194,0.2360952502654339,0.7397259645113299,0.5373384453417722,0.7231437559227518,0.4613325841157464,0.912735690610416,42,0.97
578,578,209666,4.9195296889115365,4.770004679390171,4.966004930441373,4.299638024979076,4.254233782650148,4.861884156698587,4.444207241513829,1.8515029583675109,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209666,0.4688719170556777,0.4477396052574383,0.3277725371161706,0.8904175733175341,0.6653825723861959,0.7065055242244211,0.8251831933123224,0.575486790249088,42,0.97
579,579,210950,4.8808927384522,4.734791831458441,4.962580851752707,4.0688979732336925,4.005995123054691,4.879382816338697,4.030971938375028,2.0275942018760635,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210950,0.4277480358210077,0.4173159022814694,0.3226861499871703,0.7563832408314369,0.5543653969035656,0.7173304189129799,0.7510395251485156,0.6270580640818938,42,0.97
580,580,211978,4.930618005296335,4.8249909561738695,4.9221069946068665,3.8212776419504753,3.7712199019495336,4.866537650998431,4.129122502938391,1.6635124517197335,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,211978,0.4806739511365201,0.4952474397803695,0.26256320166561675,0.6125433415054355,0.4493693339902376,0.7093842353237654,0.7686499346024046,0.5204306176471296,42,0.97
581,581,212911,5.098077319300431,4.936076211741527,4.978481031148126,4.102214121725705,4.053884790394692,4.8648092502162585,3.869560256448188,2.0650565885232868,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212911,0.6589120589289967,0.5912244771092583,0.3463054868012918,0.7757362213406993,0.5757825911937453,0.7083150244909677,0.7220786544493201,0.638029552281536,42,0.97
582,582,208367,4.759379379733758,4.6473536249014655,4.928505668334673,3.9833917049728784,3.9385697562210606,4.861301930906472,2.5273721064385657,1.7146649941408565,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,208367,0.29841327018979497,0.3417697825754322,0.2720682786953956,0.7067135995922031,0.5242114563612323,0.7061453519018408,0.4812600408124269,0.5354114975584909,42,0.97
583,583,214892,4.904678910277387,4.80187685375758,4.919281987951423,3.900956729213741,3.873029812061044,4.8444068360118235,3.8732973514766886,1.6257238875619031,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,214892,0.4530652436631719,0.4752769850238341,0.2583667217368255,0.658828038044458,0.4949007136518096,0.6956938300853591,0.7227491729930775,0.5093636028932849,42,0.97
