IVV,Documented cytotoxins,Healthy/ opportunistic/ nosocomial,Common Name,Common/ rare/ emerging,Species,Reservoir,Location,Documented immune evasion,Documented adhesins/ adherence,Strain Name,Foe,Gram stain,coccus_shape,Strain ID,rod_shape,Genus,Name,antibiotic,DD,DD^2,DD^2_std,index_col
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Imipenem,30,900,34.06366588,197
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Imipenem,29,841,34.06366588,226
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Imipenem,29,841,34.06366588,255
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Doxycycline,33,1089,37.5277675,284
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Doxycycline,32,1024,37.5277675,313
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Doxycycline,32,1024,37.5277675,342
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Azithromycin,20,400,23.67136104,371
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Azithromycin,21,441,23.67136104,400
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Azithromycin,21,441,23.67136104,429
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Meropenem,32,1024,36.37306696,458
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Meropenem,32,1024,36.37306696,487
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Meropenem,31,961,36.37306696,516
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Rifampin,12,144,13.27905619,25
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Rifampin,11,121,13.27905619,54
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Rifampin,11,121,13.27905619,83
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Ciprofloxacin,29,841,0,112
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Ciprofloxacin,29,841,0,141
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Ciprofloxacin,29,841,0,170
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Imipenem,28,784,31.75426481,199
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Imipenem,28,784,31.75426481,228
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Imipenem,27,729,31.75426481,257
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Doxycycline,15,225,0,286
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Doxycycline,15,225,0,315
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Doxycycline,15,225,0,344
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Azithromycin,6,36,0,373
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Azithromycin,6,36,0,402
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Azithromycin,6,36,0,431
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Meropenem,30,900,34.06366588,460
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Meropenem,29,841,34.06366588,489
1,-,opportunistic,NIST0129,rare,putida,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+/-,-,Pseudomonas putida,0,-,0,nist0129,1,Pseudomonas,nist0129,Meropenem,29,841,34.06366588,518
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Rifampin,22,484,24.82606158,26
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Rifampin,21,441,24.82606158,55
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Rifampin,22,484,24.82606158,84
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Ciprofloxacin,24,576,27.13546265,113
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Ciprofloxacin,24,576,27.13546265,142
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Ciprofloxacin,23,529,27.13546265,171
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Imipenem,6,36,0,200
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Imipenem,6,36,0,229
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Imipenem,6,36,0,258
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Doxycycline,21,441,24.82606158,287
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Doxycycline,21,441,24.82606158,316
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Doxycycline,22,484,24.82606158,345
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Azithromycin,6,36,0,374
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Azithromycin,6,36,0,403
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Azithromycin,6,36,0,432
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Meropenem,6,36,0,461
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Meropenem,6,36,0,490
1,-,opportunistic,NIST0139,rare/ emerging,anophelis,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Elizabethkingia anophelis,0,-,0,nist0139,1,Elizabethkingia,nist0139,Meropenem,6,36,0,519
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Rifampin,6,36,0,4
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Rifampin,6,36,0,33
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Rifampin,6,36,0,62
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Ciprofloxacin,16,256,58.79058882,91
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Ciprofloxacin,13,169,58.79058882,120
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Ciprofloxacin,12,144,58.79058882,149
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Imipenem,24,576,28.29016319,178
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Imipenem,25,625,28.29016319,207
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Imipenem,25,625,28.29016319,236
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Doxycycline,27,729,30.59956427,265
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Doxycycline,26,676,30.59956427,294
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Doxycycline,26,676,30.59956427,323
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Azithromycin,16,256,17.89785834,352
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Azithromycin,15,225,17.89785834,381
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Azithromycin,15,225,17.89785834,410
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Meropenem,17,289,19.05255888,439
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Meropenem,16,256,19.05255888,468
1,+/-,opportunistic/ nosocomial,NIST0019,common,faecalis,gut commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Enterococcus faecalis OG1RF,1,+,1,nist0019,1,Enterococcus,nist0019,Meropenem,16,256,19.05255888,497
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Rifampin,25,625,108.7397505,5
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Rifampin,28,784,108.7397505,34
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Rifampin,24,576,108.7397505,63
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Ciprofloxacin,25,625,28.29016319,92
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Ciprofloxacin,24,576,28.29016319,121
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Ciprofloxacin,24,576,28.29016319,150
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Imipenem,31,961,69.2820323,179
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Imipenem,29,841,69.2820323,208
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Imipenem,31,961,69.2820323,237
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Doxycycline,31,961,0,266
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Doxycycline,31,961,0,295
1,+,nosocomial,NIST0020,common,aureus subsp,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,+,+,Staphylococcus aureus subsp,1,+,1,nist0020,1,Staphylococcus,nist0020,Doxycycline,31,961,0,324
