Foe,Strain ID,Documented immune evasion,Common/ rare/ emerging,rod_shape,IVV,Healthy/ opportunistic/ nosocomial,Documented adhesins/ adherence,Common Name,Reservoir,coccus_shape,Threat Level,Name,Genus,Strain Name,Species,Location,Documented cytotoxins,antibiotic,DD,DD^2,DD^2_std,index_col
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,28,784,32.90896534,69
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,27,729,30.59956427,82
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,26,676,30.59956427,95
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,26,676,30.59956427,108
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,19,361,38.00438571,121
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,18,324,38.00438571,134
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,20,400,38.00438571,147
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,21,441,23.67136104,160
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,20,400,23.67136104,173
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,21,441,23.67136104,186
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,31,961,36.37306696,199
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,32,1024,36.37306696,212
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,31,961,36.37306696,225
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,16,256,19.05255888,238
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,16,256,19.05255888,251
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,17,289,19.05255888,264
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,6,36,0,277
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,6,36,0,290
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,6,36,0,303
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,23,529,25.98076211,316
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,22,484,25.98076211,329
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,23,529,25.98076211,342
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,24,576,27.13546265,355
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,23,529,27.13546265,368
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,23,529,27.13546265,381
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,15,225,16.74315781,394
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,15,225,16.74315781,407
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,14,196,16.74315781,420
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,27,729,30.59956427,433
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,27,729,30.59956427,446
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,26,676,30.59956427,459
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,18,324,21.36195996,5
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,18,324,21.36195996,18
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,19,361,21.36195996,31
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,34,1156,38.68246804,44
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,33,1089,38.68246804,57
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,34,1156,38.68246804,70
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,29,841,34.06366588,83
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,29,841,34.06366588,96
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,30,900,34.06366588,109
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,15,225,17.89785834,122
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,16,256,17.89785834,135
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,16,256,17.89785834,148
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,25,625,29.44486373,161
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,25,625,29.44486373,174
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,26,676,29.44486373,187
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,30,900,35.21836642,200
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,30,900,35.21836642,213
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,31,961,35.21836642,226
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,18,324,21.36195996,239
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,19,361,21.36195996,252
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,19,361,21.36195996,265
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,22,484,25.98076211,278
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,22,484,25.98076211,291
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,23,529,25.98076211,304
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,11,121,13.27905619,317
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,12,144,13.27905619,330
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,11,121,13.27905619,343
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,25,625,28.29016319,356
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,25,625,28.29016319,369
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,24,576,28.29016319,382
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,13,169,14.43375673,395
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,12,144,14.43375673,408
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,13,169,14.43375673,421
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,26,676,0,434
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,26,676,0,447
1,nist0053,NaN,NaN,NaN,1,NaN,NaN,NIST0053,NaN,NaN,NaN,nist0053,Escherichia,Escherichia coli ETEC,coli ETEC,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,26,676,0,460
1,nist0055,NaN,NaN,NaN,1,NaN,NaN,NIST0055,NaN,NaN,NaN,nist0055,Escherichia,Escherichia coli EHEC (O157:H7),coli EHEC (O157:H7),/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,13,169,14.43375673,6
1,nist0055,NaN,NaN,NaN,1,NaN,NaN,NIST0055,NaN,NaN,NaN,nist0055,Escherichia,Escherichia coli EHEC (O157:H7),coli EHEC (O157:H7),/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,13,169,14.43375673,19
1,nist0055,NaN,NaN,NaN,1,NaN,NaN,NIST0055,NaN,NaN,NaN,nist0055,Escherichia,Escherichia coli EHEC (O157:H7),coli EHEC (O157:H7),/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,12,144,14.43375673,32
1,nist0055,NaN,NaN,NaN,1,NaN,NaN,NIST0055,NaN,NaN,NaN,nist0055,Escherichia,Escherichia coli EHEC (O157:H7),coli EHEC (O157:H7),/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,36,1296,42.14656965,45
1,nist0055,NaN,NaN,NaN,1,NaN,NaN,NIST0055,NaN,NaN,NaN,nist0055,Escherichia,Escherichia coli EHEC (O157:H7),coli EHEC (O157:H7),/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,37,1369,42.14656965,58
1,nist0055,NaN,NaN,NaN,1,NaN,NaN,NIST0055,NaN,NaN,NaN,nist0055,Escherichia,Escherichia coli EHEC (O157:H7),coli EHEC (O157:H7),/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,37,1369,42.14656965,71
1,nist0055,NaN,NaN,NaN,1,NaN,NaN,NIST0055,NaN,NaN,NaN,nist0055,Escherichia,Escherichia coli EHEC (O157:H7),coli EHEC (O157:H7),/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,28,784,31.75426481,84
1,nist0055,NaN,NaN,NaN,1,NaN,NaN,NIST0055,NaN,NaN,NaN,nist0055,Escherichia,Escherichia coli EHEC (O157:H7),coli EHEC (O157:H7),/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,28,784,31.75426481,97
